ID,27-Mar infect.prob
382,44.77100754
383,46.5766449
384,49.96235275
385,55.79170227
386,46.71327972
387,61.2183876
388,46.59983826
389,47.69804001
390,47.30135727
391,47.67942047
392,48.78307343
393,46.68350983
394,47.24772263
395,54.01481628
396,67.24745178
397,50.34684753
398,47.22955704
399,50.29658508
400,46.45636368
401,58.52817535
402,49.98096848
403,49.62673187
404,49.01278687
405,49.48757172
406,47.52602386
407,49.90532684
408,51.68553162
409,45.71366119
410,48.02826309
411,49.58996201
412,47.39717102
413,48.91683197
414,57.89349365
415,49.45252609
416,45.66765976
417,49.0004158
418,48.35007858
419,49.99986649
420,47.97953033
421,50.60435486
422,51.68300629
423,48.40253067
424,44.97696304
425,46.19645309
426,51.07384109
427,49.12916946
428,49.07011795
429,47.32417297
430,49.83442307
431,66.91850281
432,50.76606369
433,47.49962997
434,48.65364075
435,46.68170547
436,53.51509476
437,44.72670364
438,58.11788177
439,52.76520538
440,46.81587982
441,48.70057297
442,55.69625473
443,48.15732574
444,46.48465347
445,48.17026138
446,45.37290573
447,48.27222824
448,50.48384476
449,54.1790123
450,45.95244598
451,48.05425262
452,47.36006546
453,49.7705574
454,49.49312973
455,47.45221329
456,49.73676682
457,47.48596191
458,54.28915024
459,48.33272552
460,48.78532028
461,48.00246429
462,62.10232162
463,55.31328201
464,46.51957321
465,59.51498032
466,47.43907547
467,46.98643494
468,47.59031677
469,48.94549942
470,47.15933609
471,49.55140305
472,46.4585762
473,48.65713501
474,46.46968079
475,47.31456757
476,48.09202576
477,48.19304276
478,47.94833374
479,46.57545853
480,48.68693924
481,48.17034531
482,47.00125504
483,48.58654785
484,44.91221619
485,49.96133423
486,49.79959106
487,56.95492554
488,54.97507095
489,47.09827805
490,46.23534012
491,69.22357941
492,48.71609497
493,45.0957489
494,48.57364273
495,49.69464493
496,48.33091736
497,48.94977188
498,49.37142944
499,47.60554123
500,49.16549683
501,48.46736526
502,45.85461044
503,49.54548264
504,46.90232849
505,48.62408066
506,49.56930923
507,54.70261383
508,48.78971481
509,46.84286118
510,51.14770889
511,46.00846863
512,49.13314438
513,48.53549576
514,46.75839233
515,54.33590698
516,48.48537827
517,46.38278961
518,47.34155655
519,45.89634323
520,48.92589188
521,46.11345673
522,48.03804398
523,57.10414505
524,57.65196228
525,49.37588882
526,47.81888962
527,46.56274033
528,48.79922867
529,49.88596725
530,50.02854156
531,59.98836899
532,49.01774979
533,46.85916138
534,47.43702316
535,47.34454346
536,48.61714172
537,47.98910141
538,48.99668884
539,47.34687805
540,47.26853943
541,65.43946075
542,45.09902954
543,47.03038788
544,49.35229874
545,47.95407867
546,45.75111008
547,44.97846222
548,45.50328445
549,46.84216309
550,48.12928772
551,61.15898895
552,49.33576584
553,55.17657852
554,48.47499847
555,54.64209366
556,49.69406509
557,48.50020981
558,48.35769272
559,49.65710068
560,49.04924774
561,57.93321991
562,59.03270721
563,47.5590744
564,47.00522995
565,47.6231308
566,58.1484108
567,49.27453995
568,48.88863373
569,65.35329437
570,49.23138809
571,49.22253036
572,49.73815918
573,45.39600372
574,49.3746376
575,46.67062378
576,47.79644394
577,45.34980392
578,46.08013153
579,46.68891907
580,46.03422546
581,51.23036194
582,47.78672791
583,48.13494873
584,57.15221405
585,48.96443558
586,50.62208176
587,46.49955368
588,47.16672134
589,46.65881348
590,50.70940781
591,46.2324028
592,56.9272995
593,44.91279221
594,67.31594849
595,47.65904236
596,48.3724823
597,45.66304016
598,49.2221756
599,47.43275452
600,59.94091034
601,49.66321564
602,48.08104324
603,47.06354523
604,62.8588829
605,46.2487793
606,47.5115509
607,47.73241425
608,46.2075882
609,49.32116318
610,48.27259064
611,48.38596725
612,58.46432114
613,47.22613144
614,47.30156708
615,61.20549011
616,47.94338226
617,46.15255737
618,49.9757576
619,49.77736282
620,47.04394531
621,47.54389954
622,48.53033066
623,60.7902565
624,46.79184723
625,49.39237213
626,48.38709259
627,50.33230591
628,45.22792816
629,48.76861191
630,45.3936882
631,45.82415009
632,49.56315613
633,50.21847916
634,49.42589569
635,46.99123001
636,48.26223755
637,49.52574921
638,46.42990112
639,47.03555679
640,49.10643005
641,46.2988205
642,50.91879272
643,49.51047516
644,45.8300209
645,48.88156509
646,46.69385529
647,59.85425186
648,47.0424614
649,46.72976303
650,48.38016891
651,51.0472908
652,58.90763092
653,48.04734039
654,46.82486725
655,49.68215942
656,48.22993851
657,48.62014008
658,50.58952332
659,46.68639755
660,48.79988861
661,49.83293152
662,46.16986084
663,49.86367798
664,49.34381485
665,46.35386276
666,46.80701447
667,47.73733139
668,47.61270905
669,49.36960983
670,57.73410034
671,51.39949799
672,50.44176102
673,46.3663063
674,47.26657867
675,50.45364761
676,48.19248581
677,48.41511917
678,49.80487442
679,46.41301346
680,50.21712494
681,50.45929337
682,49.54350281
683,47.34651947
684,48.40013885
685,49.63475418
686,48.50019836
687,47.07136917
688,47.3502655
689,46.2425499
690,52.24407578
691,48.17672348
692,48.70044327
693,51.70441437
694,63.9438324
695,46.68706131
696,48.26154327
697,45.90007401
698,62.06084061
699,48.35255051
700,45.45914459
701,68.22968292
702,48.06125641
703,49.08166122
704,47.58003616
705,57.27536392
706,58.93376923
707,45.40288925
708,48.16265106
709,45.65148163
710,48.17346954
711,49.17757797
712,49.70721817
713,45.69197845
714,46.57652664
715,48.68680573
716,61.98157883
717,47.30916214
718,49.18596268
719,49.43254089
720,48.14230728
721,48.11563873
722,46.77946472
723,48.12824249
724,48.60795212
725,45.69548416
726,54.54629135
727,46.76457596
728,48.33484268
729,56.58955002
730,50.85057068
731,48.15581512
732,48.05967712
733,48.22192001
734,48.03843689
735,59.19723129
736,47.27149963
737,49.62949371
738,47.47621536
739,49.17879486
740,45.8940506
741,46.08028793
742,49.24465561
743,47.66265869
744,47.3204155
745,43.92965317
746,47.42464447
747,46.45468903
748,45.61556625
749,49.05434418
750,47.20943069
751,46.16946411
752,47.43828583
753,66.00914764
754,49.13886642
755,48.87120056
756,47.7863121
757,60.10319519
758,50.07529068
759,46.56030655
760,46.25940704
761,48.70998001
762,46.27233505
763,48.12756729
764,48.18600845
765,52.16004181
766,48.66856766
767,48.13887787
768,46.67796326
769,47.13345337
770,50.76041794
771,62.1881485
772,49.06065369
773,47.01144028
774,46.32632828
775,47.42657852
776,49.09994125
777,49.04338455
778,46.59263992
779,47.87883377
780,49.46448135
781,46.31007767
782,48.61173248
783,47.21176147
784,49.41635895
785,45.21193314
786,49.48287201
787,49.5663414
788,48.68065262
789,49.11555862
790,48.1403923
791,50.86903763
792,48.81674957
793,48.66666412
794,45.74255753
795,58.30974579
796,48.72065735
797,47.5132637
798,45.88087845
799,48.75323868
800,52.44031906
801,47.69774628
802,50.05461884
803,56.02938461
804,49.02706528
805,47.2623024
806,48.63199234
807,48.92295837
808,48.2244072
809,60.52040863
810,55.61665726
811,47.07176971
812,47.12000656
813,50.52529907
814,46.85024261
815,46.29508591
816,55.54499054
817,50.05141449
818,49.69156647
819,48.54512024
820,46.99052429
821,48.1362915
822,46.46007538
823,49.55934143
824,49.07395172
825,51.01768494
826,49.04528809
827,48.94176865
828,57.06587982
829,50.92001343
830,49.14427567
831,47.28014755
832,48.11738968
833,52.39307785
834,46.74454117
835,49.25072479
836,48.4633522
837,47.40583801
838,58.51290512
839,48.69500732
840,50.35565948
841,60.65755844
842,45.74786758
843,50.46120834
844,48.70977402
845,47.22212601
846,46.50606155
847,46.73674393
848,50.01874161
849,47.08743668
850,54.98902893
851,47.2230835
852,54.97220612
853,49.47661209
854,46.99414825
855,49.62301636
856,49.07767105
857,50.21310425
858,55.98625565
859,48.02249527
860,49.90257263
861,47.96030045
862,46.94573593
863,49.95202637
864,48.94728088
865,61.24912643
866,46.7714119
867,47.64974976
868,49.90020752
869,48.56674194
870,46.71862793
871,48.91940308
872,49.94664001
873,48.72869492
874,48.65256882
875,45.45075607
876,48.3867569
877,41.10501099
878,59.35313797
879,57.58115768
880,48.54561234
881,46.01409531
882,48.64440918
883,48.96862411
884,50.58179855
885,49.69978333
886,45.79145432
887,58.68326187
888,47.01508331
889,56.0616951
890,46.1897049
891,48.65683365
892,48.7665596
893,56.85823822
894,48.1733284
895,50.8403244
896,46.63380051
897,47.02987671
898,47.94940567
899,48.64495468
900,46.1330719
901,50.16838455
902,48.19846725
903,47.33916855
904,49.35984039
905,48.71748352
906,55.09526062
907,48.47879791
908,61.19452286
909,46.72500229
910,49.64110565
911,46.04771042
912,48.295578
913,49.24283981
914,50.47102356
915,46.93171692
916,47.42346573
917,48.36600494
918,48.09811401
919,49.34594727
920,46.23876953
921,46.48441696
922,50.01991272
923,47.72418976
924,49.66981506
925,49.09180069
926,51.21590424
927,53.06832886
928,48.6824646
929,47.03475189
930,48.10461426
931,49.40467072
932,48.99068451
933,48.71800232
934,48.00692749
935,46.49973297
936,48.32920456
937,46.63058472
938,47.21103287
939,47.0461998
940,47.30095291
941,54.88540268
942,49.56278992
943,56.7040863
944,45.64732361
945,51.0371933
946,46.8943634
947,45.57058334
948,57.54926682
949,46.38700867
950,49.59365082
951,47.78755951
952,47.073452
953,48.67241287
954,49.27080536
955,49.7282486
956,47.12180328
957,44.84727097
958,46.89068604
959,56.44371033
960,61.80675507
961,47.71673965
962,56.55654907
963,48.25374222
964,47.20627213
965,45.09977341
966,55.05944824
967,63.4232254
968,64.45729065
969,47.91612625
970,46.98934174
971,49.18435287
972,49.56420135
973,49.05738068
974,49.33221054
975,48.22404099
976,48.72554779
977,46.26062393
978,49.51242065
979,48.18440247
980,49.04581833
981,49.77587128
982,50.18378448
983,46.57256317
984,48.41712952
985,46.09042358
986,48.34320068
987,56.57209015
988,50.63704681
989,48.67086029
990,53.13605118
991,47.25610352
992,49.23159027
993,46.33359909
994,63.86359406
995,51.29130554
996,49.16344452
997,46.40839386
998,64.48460388
999,54.78458786
1000,49.42976761
1001,45.60992813
1002,46.29345322
1003,47.74132919
1004,50.6692276
1005,62.90116882
1006,50.28526306
1007,47.43862915
1008,45.31748962
1009,46.43611145
1010,46.23472595
1011,49.9720993
1012,48.02389145
1013,46.88329315
1014,52.29101563
1015,47.1810112
1016,45.58268738
1017,50.60050964
1018,47.36664963
1019,48.27116394
1020,48.19684982
1021,46.29354477
1022,46.72452927
1023,49.12216568
1024,47.3008194
1025,46.01333237
1026,46.94608307
1027,49.84213257
1028,48.74089813
1029,50.41425323
1030,48.2251358
1031,47.23379517
1032,49.23386765
1033,46.27630234
1034,48.82455063
1035,48.07542801
1036,48.10178375
1037,48.94245911
1038,49.18838501
1039,49.60291672
1040,45.41294479
1041,50.74103546
1042,52.06960678
1043,48.15296173
1044,48.18373108
1045,46.25750351
1046,46.82341003
1047,49.21632385
1048,49.22740555
1049,47.97119904
1050,47.72716904
1051,46.50952148
1052,48.12582016
1053,65.10280609
1054,47.55967712
1055,47.66281128
1056,50.28361893
1057,46.65386581
1058,47.02773666
1059,48.48389816
1060,57.23314285
1061,57.7047081
1062,49.97914124
1063,46.5158577
1064,46.58026505
1065,45.0486908
1066,49.78277969
1067,47.62467575
1068,46.00447083
1069,49.9074707
1070,49.86624527
1071,47.53366852
1072,47.29407883
1073,59.96839905
1074,47.75709534
1075,46.49006653
1076,49.88803482
1077,46.5080986
1078,45.81822968
1079,49.60845184
1080,44.68795013
1081,48.95181656
1082,48.47872543
1083,49.28918457
1084,48.06841278
1085,49.42505646
1086,50.96109009
1087,54.31197357
1088,46.64037323
1089,57.88178253
1090,46.79159927
1091,46.25538254
1092,47.46798325
1093,46.28251648
1094,47.2782135
1095,50.18257141
1096,52.64697266
1097,49.71648026
1098,52.700737
1099,48.10222626
1100,46.19906616
1101,47.24401093
1102,45.69277191
1103,49.84484482
1104,47.83041382
1105,47.07570267
1106,46.18677902
1107,60.07395554
1108,47.20501709
1109,49.87942886
1110,46.17221451
1111,46.65459061
1112,46.48760986
1113,50.42584229
1114,48.4285965
1115,45.16460419
1116,48.55794144
1117,48.05439758
1118,48.85612106
1119,45.85321045
1120,47.22994232
1121,46.65500259
1122,50.25096893
1123,49.35448074
1124,48.87128067
1125,50.61719894
1126,47.52549362
1127,46.2712326
1128,48.12705231
1129,46.22518158
1130,56.882061
1131,47.51322174
1132,46.72585678
1133,47.76508713
1134,51.32188416
1135,47.24744797
1136,47.90737152
1137,47.26351166
1138,46.11239624
1139,46.66046524
1140,49.77160645
1141,49.1742363
1142,49.00356293
1143,50.77550507
1144,48.73135376
1145,48.96066284
1146,47.22528839
1147,46.99009705
1148,46.89231873
1149,49.64458847
1150,55.99959183
1151,47.54977417
1152,61.45267868
1153,50.11933517
1154,46.92191315
1155,47.87227249
1156,49.31479263
1157,47.95655823
1158,49.03700638
1159,46.87767029
1160,59.5548439
1161,50.55023193
1162,49.40433884
1163,50.59470367
1164,46.81633759
1165,46.36191177
1166,48.84107208
1167,46.17552185
1168,48.1725769
1169,45.06913376
1170,64.56117249
1171,47.43848419
1172,54.37284088
1173,48.91215897
1174,46.0174408
1175,48.80065918
1176,46.4820137
1177,49.95201492
1178,49.02812958
1179,47.84794998
1180,47.79607391
1181,46.13936234
1182,46.83963013
1183,50.12869644
1184,49.1885376
1185,47.77223206
1186,47.65748215
1187,45.55730438
1188,49.52680206
1189,48.84359741
1190,49.30752182
1191,58.95447159
1192,46.2858963
1193,50.10224915
1194,49.57237244
1195,58.16319275
1196,54.61579514
1197,48.96655655
1198,47.89014435
1199,53.70036316
1200,45.4114151
1201,50.92086792
1202,49.39673233
1203,50.86716461
1204,47.18821716
1205,48.27497101
1206,47.91157913
1207,48.25082016
1208,48.63732147
1209,48.99762726
1210,49.36905289
1211,54.93016434
1212,47.03039169
1213,46.05710983
1214,48.03022003
1215,47.69720078
1216,46.87417603
1217,47.41695023
1218,48.77846146
1219,55.56871796
1220,45.81504822
1221,47.913311
1222,49.48914719
1223,49.2312088
1224,50.38998413
1225,58.48464966
1226,48.57509995
1227,46.10001373
1228,49.98822784
1229,49.34416199
1230,48.64141083
1231,47.13611984
1232,49.12195206
1233,50.05990219
1234,46.27889252
1235,57.72603226
1236,69.96391296
1237,49.32715988
1238,44.73236465
1239,49.41184235
1240,46.02184296
1241,47.05902863
1242,47.97390747
1243,47.69503403
1244,50.25354767
1245,46.70366669
1246,46.28721619
1247,47.10840225
1248,54.09224701
1249,47.78984833
1250,49.01880646
1251,53.92702103
1252,50.04924011
1253,50.05703354
1254,46.98822021
1255,44.81542969
1256,50.56711197
1257,55.87831879
1258,48.87592316
1259,46.82612228
1260,49.43481064
1261,49.93353653
1262,45.22284317
1263,48.70709991
1264,53.65037918
1265,46.19900894
1266,46.63215637
1267,48.80565262
1268,47.94775391
1269,49.95753479
1270,48.39734268
1271,49.06752014
1272,57.12578201
1273,49.70901871
1274,46.76357269
1275,48.13576126
1276,55.18025589
1277,49.28110504
1278,47.76453781
1279,47.12490463
1280,49.63248444
1281,53.66370773
1282,47.1838913
1283,56.38312531
1284,43.46524048
1285,60.81272888
1286,48.47674179
1287,48.18153381
1288,48.87594986
1289,46.67993927
1290,56.80257416
1291,46.46125412
1292,46.43776321
1293,48.6079216
1294,47.22435379
1295,46.9586525
1296,48.79538345
1297,47.13091278
1298,47.41117477
1299,68.20877075
1300,49.19091034
1301,52.09857941
1302,48.77755356
1303,50.9499321
1304,49.02199936
1305,48.20570374
1306,46.79904175
1307,48.98099518
1308,49.67169952
1309,57.96460724
1310,47.39569473
1311,47.50587082
1312,49.01939011
1313,47.3959198
1314,50.13171005
1315,50.01433182
1316,47.26401901
1317,51.07056427
1318,46.46534729
1319,47.2437706
1320,48.13983917
1321,48.09400177
1322,49.98770523
1323,46.89420319
1324,48.34661102
1325,47.68231583
1326,48.60812759
1327,47.65329361
1328,49.17654037
1329,57.63657379
1330,48.94588852
1331,48.01071548
1332,47.95132446
1333,49.443367
1334,45.77558517
1335,77.76613617
1336,49.78267288
1337,47.58951187
1338,50.01076508
1339,46.52788925
1340,50.28613663
1341,45.60690689
1342,49.69628525
1343,47.82421112
1344,53.84844589
1345,48.97834778
1346,55.24383163
1347,56.68527603
1348,47.50231552
1349,45.78649521
1350,46.92250443
1351,49.89679337
1352,48.10832214
1353,45.28006363
1354,47.74692917
1355,49.74824524
1356,61.104702
1357,59.93141556
1358,54.56061554
1359,46.99437714
1360,47.28032684
1361,49.70757294
1362,48.70390701
1363,48.12604523
1364,47.84406662
1365,46.10902786
1366,48.78505325
1367,46.53915787
1368,47.7183075
1369,48.39399338
1370,46.73141861
1371,49.40428925
1372,44.81001663
1373,56.22295761
1374,52.70225906
1375,45.27052307
1376,53.08077621
1377,47.21147919
1378,50.22888184
1379,51.8384819
1380,46.3429985
1381,45.21868896
1382,47.05944824
1383,46.84415817
1384,46.76892853
1385,48.18556595
1386,46.62143326
1387,49.14897537
1388,49.50865555
1389,47.97394943
1390,48.11637497
1391,60.43552399
1392,46.70198059
1393,50.65250397
1394,54.09305954
1395,47.39663315
1396,48.53620148
1397,49.43780136
1398,46.18858719
1399,48.93843842
1400,47.3595047
1401,45.55270767
1402,46.92671204
1403,47.51069641
1404,47.39842224
1405,50.69903183
1406,61.20876312
1407,51.13496017
1408,48.89134979
1409,45.99624252
1410,45.44787979
1411,59.39035034
1412,49.3854866
1413,45.65426254
1414,48.35375214
1415,46.5099678
1416,48.54735565
1417,47.45667648
1418,46.49769592
1419,45.33580399
1420,47.78281784
1421,49.53305435
1422,49.29070282
1423,57.93721008
1424,46.07630539
1425,46.01793671
1426,47.4668808
1427,49.51296234
1428,46.845047
1429,64.99449921
1430,46.54865265
1431,46.75827408
1432,49.4048996
1433,45.27717209
1434,49.13363647
1435,47.26308823
1436,46.19067383
1437,45.02775192
1438,47.71907806
1439,48.4527626
1440,48.32985306
1441,49.21592712
1442,46.02934647
1443,58.75122833
1444,53.47920609
1445,46.77848053
1446,48.79818344
1447,48.48611069
1448,48.87015533
1449,47.98086548
1450,49.70765686
1451,47.97753525
1452,49.69490814
1453,47.51516342
1454,48.58280182
1455,47.62426758
1456,46.6702652
1457,49.37918091
1458,48.89281464
1459,49.87900543
1460,47.99820328
1461,46.40361023
1462,47.6637001
1463,46.32273483
1464,46.15903091
1465,47.98619843
1466,48.71361542
1467,46.88195801
1468,56.7373848
1469,50.26599503
1470,46.7187233
1471,48.65035629
1472,48.03059006
1473,50.15711975
1474,49.96881485
1475,45.57660294
1476,50.80868912
1477,49.76720047
1478,49.02109909
1479,49.50214767
1480,49.40040588
1481,48.90280533
1482,63.64823151
1483,48.17250824
1484,52.42194748
1485,46.88150787
1486,50.62757111
1487,49.31403732
1488,49.06531906
1489,49.13960266
1490,47.47165298
1491,46.7600708
1492,46.55335617
1493,46.41332245
1494,46.30440903
1495,48.11401749
1496,45.38009262
1497,48.89623642
1498,48.16362
1499,49.66362762
1500,47.2917366
1501,49.96502304
1502,52.18029404
1503,58.99553299
1504,64.04243469
1505,47.56289673
1506,48.41367722
1507,50.32651138
1508,48.5727272
1509,47.02716064
1510,48.56371307
1511,45.35695267
1512,50.11329269
1513,51.25777435
1514,49.47618484
1515,48.4034996
1516,62.70334244
1517,50.43922043
1518,50.17685699
1519,40.45543289
1520,49.28548431
1521,46.0029068
1522,45.65613174
1523,55.80561066
1524,48.69208908
1525,60.61386108
1526,45.11930084
1527,46.63853073
1528,48.81784821
1529,48.26932526
1530,45.54973221
1531,54.56865311
1532,55.90829468
1533,49.33145142
1534,53.53292847
1535,45.98047638
1536,49.74260712
1537,46.78998566
1538,63.94207764
1539,46.75548935
1540,48.05746841
1541,49.66559982
1542,46.49933243
1543,48.52368927
1544,48.46350479
1545,55.59074402
1546,48.55305099
1547,48.8234787
1548,46.80577087
1549,49.94264603
1550,49.23796844
1551,49.63337326
1552,47.60154724
1553,66.70541382
1554,49.75009918
1555,48.01528168
1556,48.57092667
1557,47.73684692
1558,48.34013748
1559,48.83022308
1560,45.12845993
1561,47.42276382
1562,47.87778854
1563,48.15044785
1564,48.27637482
1565,45.67044449
1566,45.3801918
1567,47.64400864
1568,46.52480316
1569,48.42690277
1570,48.37844086
1571,47.24170303
1572,49.50725937
1573,67.42249298
1574,46.43404388
1575,47.70581436
1576,47.9354744
1577,46.66453552
1578,46.02718353
1579,49.04977417
1580,46.61718369
1581,45.40119171
1582,48.63658524
1583,49.64563751
1584,46.82348633
1585,47.91256332
1586,55.67997742
1587,50.01415634
1588,48.04454803
1589,46.42489243
1590,47.11299896
1591,49.12649918
1592,61.18304443
1593,49.44879913
1594,47.87533188
1595,50.54491043
1596,50.21109772
1597,52.4440155
1598,46.91688919
1599,50.41838074
1600,46.7293396
1601,47.51131821
1602,45.08546448
1603,48.55848312
1604,47.02311707
1605,49.32433701
1606,50.63660431
1607,49.16291428
1608,54.74044418
1609,46.64610291
1610,48.26606369
1611,48.96743011
1612,50.29854584
1613,50.52793121
1614,46.92626572
1615,54.97618484
1616,46.90197754
1617,56.34061432
1618,46.65459442
1619,47.2305336
1620,50.47432709
1621,49.41496277
1622,48.76039886
1623,46.59734344
1624,48.15997314
1625,46.87801743
1626,49.11500931
1627,47.88376236
1628,46.67385483
1629,59.7986908
1630,50.50794983
1631,46.08427048
1632,45.14320755
1633,52.13679886
1634,48.36729813
1635,47.25677872
1636,58.47053146
1637,48.06025314
1638,45.16828918
1639,49.38444901
1640,45.84470367
1641,50.47977448
1642,47.66113281
1643,49.59125137
1644,48.73726273
1645,48.0126152
1646,48.23614502
1647,47.53815079
1648,49.16576004
1649,47.42431641
1650,47.53007126
1651,49.08028793
1652,49.22270966
1653,58.41951752
1654,48.36776733
1655,49.96593094
1656,49.05963898
1657,49.14595795
1658,46.972229
1659,65.90776825
1660,45.48938751
1661,49.86782837
1662,48.95569611
1663,50.44934845
1664,45.34123611
1665,49.77744675
